	GenomeID	Taxa	Scaffold_count	GC_content	Fragmented_BGCs	Complete_BGCs	Total_BGCs
153	LURK01	Synechococcus	81	62.835006604988656	5	3	8
154	CACLUE01	Prochlorococcus	44	31.428430760532674	0	1	1
155	MOLZ01	Microcystis	617	41.5433693206375	14	2	16
156	NOXS01	Elstera	35	60.39316537016905	3	5	8
157	QCRT01	Prochlorococcus	69	39.719358798328265	1	0	1
158	LAHI01	Nostoc	712	43.2453566308367	19	6	25
159	CACFBG01	Prochlorococcus	57	35.98382832425897	2	2	4
160	QCCQ01	Prochlorococcus	49	31.947083832526918	1	0	1
161	CACHEM01	Prochlorococcus	30	31.216594898445983	1	1	2
162	QCLR01	Prochlorococcus	64	32.54346406469767	1	2	3
163	JFNG01	Prochlorococcus	231	31.60963204978274	1	3	4
164	CABZQQ01	Synechococcus	52	58.99643898865077	1	1	2
165	QCLY01	Prochlorococcus	61	31.51562682223026	1	1	2
166	JFNL01	Prochlorococcus	409	31.861846766256114	1	1	2
167	CACEHU01	Prochlorococcus	27	32.18881373929655	0	1	1
168	LAHB01	Nostoc	138	41.238276720598506	10	14	24
169	NOXX01	Flavobacterium	228	39.13970248831949	3	1	4
170	CAIM01	Microcystis	782	42.375060736234154	14	0	14
171	NZKA01	Prochlorococcus	68	30.97517227723562	3	0	3
172	CAFN01	Arthrospira	692	44.545452348062774	3	0	3
173	CACOAG01	Prochlorococcus	52	30.329726368665852	1	2	3
174	QCEB01	Prochlorococcus	53	31.503299129321277	1	0	1
175	QCJA01	Prochlorococcus	34	31.17832142088543	4	0	4
176	BJCF01	Dolichospermum	201	38.74539526349535	2	9	11
177	QCTG01	Synechococcus	102	55.31779426948495	5	3	8
178	CACAQP01	Prochlorococcus	63	31.36257190271473	2	1	3
179	NQMF01	Fischerella	1628	40.71347511890073	18	0	18
180	QLKN01	Hapalosiphonaceae	209	40.987835847919094	14	10	24
181	CACGBQ01	Prochlorococcus	66	31.19055662091984	0	0	0
182	QOPR01	Synechococcus	35	55.033533415678235	2	5	7
183	NHDT02	Synechococcus	39	55.791118651350665	1	0	1
184	BDUB01	Nodularia	4	38.132085191503876	3	10	13
185	QCTL01	Prochlorococcus	56	31.628979349469166	1	1	2
186	QCEI01	Prochlorococcus	45	32.91544620921729	0	2	2
187	DNOZ01	Cyanobacteria	435	40.75876003413033	7	1	8
188	QCJJ01	Prochlorococcus	30	36.898435472378196	1	0	1
189	CACMDV01	Prochlorococcus	37	31.90054248131602	2	1	3
190	CACEAS01	Prochlorococcus	45	32.001484754081304	1	0	1
191	MPPI01	Phormidesmis	118	48.63568555076124	3	6	9
192	QCTZ01	Prochlorococcus	36	30.535884793655143	1	1	2
193	PKRP01	Rhizobium	14	59.89229344949397	0	8	8
194	RDZB01	Oscillatoriales	525	44.65617202897927	2	0	2
195	CACITH01	Prochlorococcus	34	35.10636087347016	0	0	0
196	CAQN01	Crocosphaera	1343	37.935275285023316	19	1	20
197	PHFO01	Cyanobacteria	389	49.17812604599459	6	0	6
198	QOPO01	Prochlorococcus	22	30.53401946883345	1	2	3
199	CACGBL01	Synechococcaceae	60	31.48999293750219	3	0	3
200	CACAQF01	Prochlorococcus	26	31.323502918989735	2	1	3
201	CACJQY01	Prochlorococcus	33	31.076829472986248	0	3	3
202	JNBD01	Prochlorococcus	12	36.26041091448558	0	4	4
203	CACKFR01	Prochlorococcus	56	31.727681671912737	1	1	2
204	QCJW01	Prochlorococcus	30	38.115403982118856	0	2	2
205	CACNAG01	Prochlorococcus	69	31.93304813379099	1	1	2
206	CABYLC01	Prochlorococcus	54	31.50535755162573	1	1	2
207	UCNM01	Synechococcus	13	59.15450270182438	0	6	6
208	QCTQ01	Prochlorococcus	47	30.907750959131405	2	1	3
209	LVHP01	Prochlorococcus	26	50.22256869474498	2	10	12
210	QBZH01	Prochlorococcus	45	31.555157573118223	0	0	0
211	AFJC01	Microcoleus	40	46.51389559343407	1	4	5
212	QCSE01	Prochlorococcus	71	31.30681704515659	0	1	1
213	QCMC01	Prochlorococcus	64	31.593305864789148	3	1	4
214	QCBK01	Prochlorococcus	42	31.20389947255771	2	1	3
215	QCMH01	Prochlorococcus	96	30.79708151011555	0	2	2
216	MCIH01	Microcystis	249	43.410161554030125	14	1	15
217	QCSN01	Synechococcus	130	53.050827678854176	3	4	7
218	ACSK03	Arthrospira	268	45.132737641984676	0	2	2
219	PXDR01	Cyanobacteria	643	56.71767461902164	1	0	1
220	QBZC01	Prochlorococcus	69	35.751963639048654	1	3	4
221	CACGJP01	Prochlorococcus	80	32.015769547703286	2	0	2
222	LVHM01	Prochlorococcus	53	48.514753465780664	3	12	15
223	QBZU01	Prochlorococcus	51	30.675566883094955	1	2	3
224	CACHKB01	Prochlorococcus	50	35.03276769101285	1	0	1
225	QCSX01	Prochlorococcus	62	30.667506760964496	1	2	3
226	PBYZ01	Synechococcus	116	49.75107694613105	6	4	10
227	QCSS01	Prochlorococcus	43	31.24593629568397	3	0	3
228	QCBV01	Prochlorococcus	20	31.49971399458807	0	4	4
229	DBCX01	Cyanobacteria	64	46.55967145796153	0	0	0
230	QCTP01	Prochlorococcus	55	30.991018406943777	2	1	3
231	UCNL01	Synechococcus	13	56.474526354099865	1	6	7
232	JNBE01	Prochlorococcus	22	35.74327383053499	0	4	4
233	QCJV01	Prochlorococcus	29	37.21640698537673	0	1	1
234	CACKIP01	Prochlorococcus	65	31.62674438179086	1	2	3
235	CACLBR01	Prochlorococcus	39	31.316958779862205	0	0	0
236	QOPN01	Prochlorococcus	37	35.67441366831037	3	0	3
237	MRBY01	Limnothrix	92	45.22319367815316	1	2	3
238	CACBES01	Prochlorococcus	20	31.031001558953154	1	2	3
239	QBLS01	Pseudanabaena	62	42.94112092091266	1	4	5
240	PKRQ01	Tabrizicola	38	62.75836713488221	1	4	5
241	DMJW01	Cyanobacteria	672	42.70219984149761	17	0	17
242	RFHR01	Cyanobacteria	470	51.153423840904864	6	1	7
243	CABYRO01	Prochlorococcus	20	32.23147775551312	0	0	0
244	QCJK01	Prochlorococcus	52	38.9139820746832	2	5	7
245	CACKFN01	Synechococcus	65	58.73689938851221	1	1	2
246	CACEPA01	Prochlorococcus	62	31.961544836416156	0	0	0
247	QCEH01	Prochlorococcus	15	32.56912882500271	0	1	1
248	ABRV01	Synechococcus	38	48.42711157140288	0	12	12
249	BDUC01	Tolypothrix	66	42.03802037541189	3	15	18
250	QCTM01	Prochlorococcus	94	35.21678814775637	3	1	4
251	CDHJ01	Aphanizomenon	9162	64.00346263028395	4	3	7
252	NJHZ01	Cylindrospermopsis	404	40.84335461786975	8	4	12
253	QOPS01	Synechococcus	30	54.83225978291063	5	3	8
254	SXXM01	Prochlorococcus	123	52.86679731161796	1	4	5
255	RDZU01	Oscillatoriales	462	45.475397055641096	4	4	8
256	CACGMX01	Prochlorococcus	75	31.71822326126089	1	0	1
257	CACAQQ01	Prochlorococcus	56	32.077826638093654	2	0	2
258	CACFDU01	Prochlorococcus	52	31.527262969249787	0	3	3
259	QCTF01	Synechococcus	136	55.536249875667586	2	2	4
260	UCNZ01	Synechococcus	27	52.83630014058654	1	6	7
261	QCEC01	Prochlorococcus	22	32.14870293528263	0	4	4
262	DLUV01	Cyanobacteria	846	43.36937912768773	23	0	23
263	JFOA01	Prochlorococcus	261	31.93773554002556	1	2	3
264	DNGG01	Cyanobacteria	693	44.28429091990815	14	3	17
265	QCBW01	Prochlorococcus	32	31.51890584853502	1	3	4
266	MNZA01	Oscillatoriales	272	44.07165677995709	2	1	3
267	QCSR01	Prochlorococcus	67	32.30489648979762	2	0	2
268	LWAJ01	Nodularia	291	41.64358121826232	9	3	12
269	QCSY01	Prochlorococcus	60	30.61863306737111	2	3	5
270	AGCR01	Tolypothrix	157	40.9381477937026	13	13	26
271	CACHUE01	Prochlorococcus	38	31.461892846143236	2	0	2
272	LYXM01	Synechococcus	95	55.28932910948342	1	17	18
273	CABYZN01	Prochlorococcus	35	32.80775404921708	1	2	3
274	CACEWU01	Prochlorococcus	58	39.42448002687793	2	0	2
275	BAUB01	Synechococcus	44	47.167377408449944	0	4	4
276	QBZT01	Prochlorococcus	35	31.24169631019394	2	0	2
277	NZED01	Synechococcus	63	55.24165942147609	3	6	9
278	LVHL01	Prochlorococcus	12	50.738280296500044	1	10	11
279	DGDG01	Richelia	424	37.047277642449494	16	3	19
280	DOPQ01	Oscillatoriales	541	39.98644246268635	2	0	2
281	AFEJ01	Acaryochloris	511	46.890005740729364	2	7	9
282	CACGER01	Prochlorococcus	47	31.88995571630228	2	2	4
283	QCSO01	Synechococcus	59	55.841504032803556	4	3	7
284	QCMI01	Prochlorococcus	48	31.39452869724079	0	4	4
285	QCBJ01	Prochlorococcus	35	31.062600823087724	1	3	4
286	QCMB01	Prochlorococcus	53	31.610031968933438	2	2	4
287	QCSD01	Prochlorococcus	68	31.956885739165074	2	0	2
288	CABYKV01	Prochlorococcus	80	32.08807585288163	2	1	3
289	CACNFR01	Prochlorococcus	53	31.548051729857793	2	1	3
290	QBZI01	Prochlorococcus	47	32.936444805047635	0	0	0
291	DOPZ01	Nostoc	128	41.27296363466636	6	8	14
292	LVHQ01	Prochlorococcus	26	49.524507651839905	1	10	11
293	CACJYO01	Synechococcaceae	50	31.445610846232952	1	0	1
294	QCKZ01	Prochlorococcus	65	31.250555161977314	2	2	4
295	JSDP01	Aphanizomenon	325	38.33517861779339	8	0	8
296	RFFV01	Cyanobacteria	283	51.72363095101481	4	1	5
297	QCDY01	Prochlorococcus	26	31.37868814205812	0	4	4
298	JAADAQ01	Microcystis	689	42.62834528693326	14	1	15
299	CACGLB01	Prochlorococcus	52	31.60645986574287	1	1	2
300	CACOFD01	Prochlorococcus	40	32.46445409538295	2	0	2
301	SHBS01	Synechococcus	67	61.966443089749966	5	0	5
302	AXAQ01	Mastigocoleus	977	40.3652220448036	32	6	38
303	CACOFO01	Prochlorococcus	66	31.60946197285901	3	0	3
304	NGZU01	Fischerella	76	40.998268929386555	2	9	11
305	DOHO01	Cyanobacteria	556	44.901548774956744	23	0	23
306	QCUW01	Prochlorococcus	68	31.21848912923424	0	1	1
307	JAADAZ01	Microcystis	394	42.708917494541765	13	4	17
308	LJOU01	Anabaena	217	38.754832972395135	10	5	15
309	CACHMM01	Prochlorococcus	55	32.06521867913428	0	2	2
310	QCDR01	Prochlorococcus	59	32.02196590476723	1	2	3
311	JSUH01	Kocuria	67	68.86999231965488	2	7	9
312	CACPBT01	Prochlorococcus	39	31.690472360175608	0	0	0
313	QCUA01	Prochlorococcus	72	30.956090354516416	3	1	4
314	JAADAL01	Microcystis	765	42.73818431248366	17	0	17
315	LGSU01	Hydrocoleum	1501	35.88706782964956	15	1	16
316	QCKG01	Prochlorococcus	43	39.77453029060232	1	2	3
317	CACDIE01	Prochlorococcus	45	37.721634313883065	2	0	2
318	CACOIZ01	Prochlorococcus	47	30.515859058500087	2	3	5
319	JJML01	Neosynechococcus	118	50.777994160493385	4	3	7
320	CZDF01	Planktothrix	209	40.17972721700464	0	9	9
321	MRCC01	Chroogloeocystis	43	42.75873844212833	1	6	7
322	CACOFR01	Prochlorococcus	44	30.590777984693784	3	2	5
323	ANFJ01	Fortiea	5	41.28612556840138	0	10	10
324	CACJPB01	Prochlorococcus	38	31.640923392030423	1	1	2
325	MDZH01	Microcystis	497	39.994047258429035	5	6	11
326	CACMTC01	Prochlorococcus	72	31.661650822297037	1	0	1
327	QCKL01	Prochlorococcus	55	42.2210171970722	1	4	5
328	QCDO01	Prochlorococcus	46	31.87829550063129	0	4	4
329	QCUJ01	Synechococcus	109	56.02386981137714	2	1	3
330	JAADAG01	Microcystis	446	42.61021404684899	17	2	19
331	CAIL01	Microcystis	310	42.254155385074206	3	3	6
332	LAHC01	Nostoc	262	41.410018573836396	15	7	22
333	QCLX01	Prochlorococcus	40	31.44167023370187	2	1	3
334	JFNM01	Prochlorococcus	357	32.03508286250842	1	3	4
335	CACEVR01	Prochlorococcus	60	31.821481084090717	1	0	1
336	QCLS01	Prochlorococcus	32	32.17526392901395	1	2	3
337	JFNF01	Prochlorococcus	335	31.37972795424934	1	2	3
338	QCCP01	Prochlorococcus	36	31.248677189868015	0	3	3
339	QCRU01	Prochlorococcus	64	41.460297545860534	2	0	2
340	LAHH01	Nostoc	789	42.02431408149877	27	0	27
341	DOQK01	Cyanobacteria	21	31.860672863687007	0	0	0
342	ANNX02	Scytonema	86	42.572661497509536	7	23	30
343	LURJ01	Synechococcus	78	62.30721454191857	3	1	4
344	CACLUD01	Prochlorococcus	64	31.141221814962602	2	1	3
345	JAACSJ01	Cyanobacteria	328	32.41962187751085	2	1	3
346	CAIQ01	Microcystis	550	42.23094492724054	12	3	15
347	MRUD01	Synechococcus	46	52.51166174557415	0	6	6
348	QCLE01	Prochlorococcus	58	31.95407539808632	0	3	3
349	JFNP01	Prochlorococcus	205	30.81113572380845	1	2	3
350	QCCF01	Prochlorococcus	20	30.764753357321837	0	4	4
351	JAAANX01	Cyanobacteria	210	43.79662460943208	5	5	10
352	QCRC01	Prochlorococcus	62	31.909604654256093	3	0	3
353	BDSM01	Microcystis	78	42.08231703288005	5	7	12
354	QCRH01	Prochlorococcus	76	31.496615766835106	3	4	7
355	CACMSA01	Synechococcus	60	55.01270676686113	3	1	4
356	QCCM01	Prochlorococcus	25	32.002846939034725	0	2	2
357	CACDJL01	Prochlorococcus	43	32.338771765415096	0	2	2
358	CACBVE01	Prochlorococcus	65	30.915446597400894	3	1	4
359	PXPQ01	Cyanobacteria	302	47.06606136251604	7	1	8
360	QCVH01	Prochlorococcus	69	30.824107745332523	1	0	1
361	CABYNZ01	Prochlorococcus	57	31.534623924944018	0	1	1
362	JAADBE01	Microcystis	337	42.927534187307316	14	3	17
363	QCHN01	Prochlorococcus	34	34.739818036444774	0	4	4
364	NHIK01	Synechococcus	148	60.2589438594666	6	1	7
365	QCGM01	Prochlorococcus	47	30.768845599257418	1	3	4
366	DCQC01	Prochlorococcus	195	50.116182444413575	4	4	8
367	QCGF01	Prochlorococcus	65	39.91124913051522	1	1	2
368	QCVC01	Synechococcus	97	53.31315269388976	4	2	6
369	JPSP01	Candidatus	52	30.49579553100777	0	3	3
370	JAADBN01	Microcystis	1052	42.35441051783704	23	0	23
371	NPIL01	Cylindrospermopsis	166	40.830020002304074	0	8	8
372	AGIK01	Synechococcus	16	50.712855364795786	1	11	12
373	PXPZ01	Cyanobacteria	251	47.88504600603749	6	1	7
374	JAAHFP01	Symploca	245	43.134945520979834	16	10	26
375	PVWP01	Aphanothece	17	69.86663499071085	0	10	10
376	CACAST01	Prochlorococcus	62	31.588377841247254	2	1	3
377	PXPL01	Cyanobacteria	260	47.68251731016475	4	2	6
378	JAAHIE01	Moorea	1451	43.17767151523101	51	4	55
379	PVWF01	Pleurocapsa	249	39.70991830976849	14	2	16
380	QCHS01	Prochlorococcus	55	35.21475911847801	1	2	3
381	ALWD01	[Scytonema	163	41.3466779131867	9	6	15
382	QCGP01	Prochlorococcus	37	31.09535432805629	0	4	4
383	QCVU01	Prochlorococcus	97	31.096705446491693	3	0	3
384	DESZ01	Cyanobacteria	32	33.81843754709389	0	0	0
385	CACNCC01	Synechococcus	54	58.90427462846569	2	2	4
386	JAADBS01	Microcystis	595	42.64832931841469	17	1	18
387	QCHX01	Prochlorococcus	58	35.16652609254226	1	3	4
388	RDXF01	Oscillatoriales	524	44.5911894274082	3	0	3
389	PVWM01	Chroococcidiopsis	917	44.613516108023575	10	2	12
390	MTBS01	Microcystis	163	42.902511272585336	10	4	14
391	JAAHFM01	Symploca	1373	43.10947380571436	40	1	41
392	JFMY01	Prochlorococcus	258	31.715141897247143	1	3	4
393	NHAJ01	Fischerella	270	36.801346128333826	7	5	12
394	QCQJ01	Prochlorococcus	41	31.651370969940217	2	1	3
395	CACLGH01	Prochlorococcus	51	31.669131250499838	2	0	2
396	QBXG01	Prochlorococcus	72	30.97741809715271	2	2	4
397	QBWD01	Prochlorococcus	56	35.102644788357075	4	0	4
398	MWOU01	Prochlorococcus	303	31.189659030782934	0	2	2
399	QBXL01	Prochlorococcus	34	31.136134383841657	1	0	1
400	CACJTI01	Prochlorococcus	56	31.747618975924095	0	2	2
401	JFMR01	Prochlorococcus	167	30.509274826468083	0	4	4
402	NHAA01	Fischerella	123	40.583363104459764	6	7	13
403	QCQW01	Prochlorococcus	75	31.642251291066998	4	0	4
404	ALPF01	Prochlorococcus	58	33.81860110672299	1	0	1
405	JFMD01	Prochlorococcus	411	31.11493197522554	1	1	2
406	QCOQ01	Prochlorococcus	51	34.96666130662956	1	3	4
407	CACLGU01	Prochlorococcus	69	31.605142041814968	3	1	4
408	CACGHI01	Prochlorococcus	85	32.2000010882276	2	0	2
409	NZHI01	Synechococcus	87	58.87155418443699	1	2	3
410	QQWA01	Microcystis	173	42.407890131163946	6	4	10
411	QBXQ01	Prochlorococcus	66	31.103689314063537	1	0	1
412	QBWR01	Prochlorococcus	22	46.53386782991268	1	0	1
413	JFMO01	Prochlorococcus	281	30.57371248283931	0	3	3
414	QCOZ01	Prochlorococcus	42	30.68818204226006	2	2	4
415	CACMAP01	Prochlorococcus	29	31.448222954519714	2	1	3
416	JAAHGW01	Okeania	338	36.71890323989297	19	4	23
417	NTFS01	Calothrix	801	39.047738366629154	6	0	6
418	JAAHHT01	Okeania	562	36.37201866143723	14	6	20
419	LUFH01	Sphaerospermopsis	1429	39.07486870518949	13	0	13
420	CACGAY01	Prochlorococcus	54	31.532487931828186	2	2	4
421	LSZA01	Phormidium	171	55.57202731467255	5	2	7
422	QCIB01	Prochlorococcus	37	31.267457489248507	0	3	3
423	CVSX01	Prochlorococcus	85	31.660125886967464	0	4	4
